,Header,Links,Scikit_Location
5924,3.1. Cross-validation: evaluating estimator performance,http://digitalassets.lib.berkeley.edu/sdtr/ucb/text/197.pdf,http://scikit-learn.org/stable/modules/cross_validation.html#cross-validation
5925,3.1. Cross-validation: evaluating estimator performance,http://web.cs.iastate.edu/~jtian/cs573/Papers/Kohavi-IJCAI-95.pdf,http://scikit-learn.org/stable/modules/cross_validation.html#cross-validation
5926,3.1. Cross-validation: evaluating estimator performance,http://people.csail.mit.edu/romer/papers/CrossVal_SDM08.pdf,http://scikit-learn.org/stable/modules/cross_validation.html#cross-validation
5927,3.1. Cross-validation: evaluating estimator performance,http://www-bcf.usc.edu/~gareth/ISL,http://scikit-learn.org/stable/modules/cross_validation.html#cross-validation
6065,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Accuracy_and_precision,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6066,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Indicator_function,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6071,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Sensitivity_and_specificity,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6074,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Youden%27s_J_statistic,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6083,3.3. Model evaluation: quantifying the quality of predictions,http://ieeexplore.ieee.org/document/7280767/,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6086,3.3. Model evaluation: quantifying the quality of predictions,http://lib.dr.iastate.edu/etd/13537/,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6088,3.3. Model evaluation: quantifying the quality of predictions,https://mitpress.mit.edu/books/fundamentals-machine-learning-predictive-data-analytics,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6090,3.3. Model evaluation: quantifying the quality of predictions,https://doi.org/10.1007/s12065-015-0128-8,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6093,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Cohen%27s_kappa,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6096,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Confusion_matrix,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6109,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Hamming_distance,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6114,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Jaccard_index,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6116,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Precision_and_recall#Precision,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6117,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Precision_and_recall#Recall,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6118,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/F1_score,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6121,3.3. Model evaluation: quantifying the quality of predictions,http://en.wikipedia.org/w/index.php?title=Information_retrieval&oldid=793358396#Average_precision,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6145,3.3. Model evaluation: quantifying the quality of predictions,http://nlp.stanford.edu/IR-book/html/htmledition/evaluation-of-ranked-retrieval-results-1.html,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6147,3.3. Model evaluation: quantifying the quality of predictions,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.157.5766&rep=rep1&type=pdf,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6149,3.3. Model evaluation: quantifying the quality of predictions,http://www.machinelearning.org/proceedings/icml2006/030_The_Relationship_Bet.pdf,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6151,3.3. Model evaluation: quantifying the quality of predictions,http://papers.nips.cc/paper/5867-precision-recall-gain-curves-pr-analysis-done-right.pdf,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6163,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Hinge_loss,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6165,3.3. Model evaluation: quantifying the quality of predictions,http://jmlr.csail.mit.edu/papers/volume2/crammer01a/crammer01a.pdf,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6172,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Matthews_correlation_coefficient,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6173,3.3. Model evaluation: quantifying the quality of predictions,http://rk.kvl.dk/introduction/index.html,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6178,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Receiver_operating_characteristic,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6182,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Receiver_operating_characteristic#Area_under_the_curve,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6198,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Brier_score,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6200,3.3. Model evaluation: quantifying the quality of predictions,ftp://ftp.library.noaa.gov/docs.lib/htdocs/rescue/mwr/078/mwr-078-01-0001.pdf,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6207,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Mean_reciprocal_rank,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6221,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Explained_variation,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6222,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Variance,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6226,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Mean_absolute_error,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6230,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Mean_squared_error,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6242,3.3. Model evaluation: quantifying the quality of predictions,https://en.wikipedia.org/wiki/Coefficient_of_determination,http://scikit-learn.org/stable/modules/model_evaluation.html#model-evaluation
6561,4.3. Preprocessing data,http://www.faqs.org/faqs/ai-faq/neural-nets/part2/section-16.html,http://scikit-learn.org/stable/modules/preprocessing.html#preprocessing
6580,4.3. Preprocessing data,https://en.wikipedia.org/wiki/Vector_Space_Model,http://scikit-learn.org/stable/modules/preprocessing.html#preprocessing
6591,4.3. Preprocessing data,https://en.wikipedia.org/wiki/Discretization_of_continuous_features,http://scikit-learn.org/stable/modules/preprocessing.html#preprocessing
6601,4.3. Preprocessing data,https://en.wikipedia.org/wiki/Bernoulli_distribution,http://scikit-learn.org/stable/modules/preprocessing.html#preprocessing
6617,4.3. Preprocessing data,https://en.wikipedia.org/wiki/Kernel_method,http://scikit-learn.org/stable/modules/preprocessing.html#preprocessing
6725,4.2. Feature extraction,https://en.wikipedia.org/wiki/Feature_hashing,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
6736,4.2. Feature extraction,http://alex.smola.org/papers/2009/Weinbergeretal09.pdf,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
6737,4.2. Feature extraction,https://github.com/aappleby/smhasher,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
6747,4.2. Feature extraction,http://aclweb.org/anthology/W18-2502,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
6763,4.2. Feature extraction,https://github.com/LuminosoInsight/python-ftfy,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
6764,4.2. Feature extraction,http://www.joelonsoftware.com/articles/Unicode.html,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
6784,4.2. Feature extraction,https://en.wikipedia.org/wiki/Out-of-core_algorithm,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
6788,4.2. Feature extraction,http://www.nltk.org,http://scikit-learn.org/stable/modules/feature_extraction.html#feature-extraction
11573,Who is using scikit-learn?,http://www.spotify.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11576,Who is using scikit-learn?,http://www.inria.fr,http://scikit-learn.org/stable/testimonials/testimonials.html
11579,Who is using scikit-learn?,https://team.inria.fr/parietal/,http://scikit-learn.org/stable/testimonials/testimonials.html
11580,Who is using scikit-learn?,http://lear.inrialpes.fr/,http://scikit-learn.org/stable/testimonials/testimonials.html
11581,Who is using scikit-learn?,https://team.inria.fr/visages/,http://scikit-learn.org/stable/testimonials/testimonials.html
11582,Who is using scikit-learn?,https://team.inria.fr/privatics,http://scikit-learn.org/stable/testimonials/testimonials.html
11583,Who is using scikit-learn?,https://betaworks.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11586,Who is using scikit-learn?,https://medium.com/i-data/the-digg-video-recommender-2f9ade7c4ba3,http://scikit-learn.org/stable/testimonials/testimonials.html
11587,Who is using scikit-learn?,https://medium.com/@DiggData/scaling-poncho-using-data-ca24569d56fd,http://scikit-learn.org/stable/testimonials/testimonials.html
11588,Who is using scikit-learn?,https://huggingface.co,http://scikit-learn.org/stable/testimonials/testimonials.html
11591,Who is using scikit-learn?,https://medium.com/huggingface/understanding-emotions-from-keras-to-pytorch-3ccb61d5a983,http://scikit-learn.org/stable/testimonials/testimonials.html
11592,Who is using scikit-learn?,https://huggingface.co/coref/,http://scikit-learn.org/stable/testimonials/testimonials.html
11593,Who is using scikit-learn?,https://evernote.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11596,Who is using scikit-learn?,http://blog.evernote.com/tech/2013/01/22/stay-classified/,http://scikit-learn.org/stable/testimonials/testimonials.html
11597,Who is using scikit-learn?,http://www.telecom-paristech.fr,http://scikit-learn.org/stable/testimonials/testimonials.html
11600,Who is using scikit-learn?,http://booking.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11603,Who is using scikit-learn?,http://www.aweber.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11606,Who is using scikit-learn?,https://github.com/mdbecker/pydata_2013,http://scikit-learn.org/stable/testimonials/testimonials.html
11607,Who is using scikit-learn?,https://www.yhat.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11610,Who is using scikit-learn?,http://www.rangespan.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11613,Who is using scikit-learn?,https://www.birchbox.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11616,Who is using scikit-learn?,http://www.bestofmedia.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11619,Who is using scikit-learn?,https://www.change.org,http://scikit-learn.org/stable/testimonials/testimonials.html
11622,Who is using scikit-learn?,http://www.phimeca.com/?lang=en,http://scikit-learn.org/stable/testimonials/testimonials.html
11625,Who is using scikit-learn?,http://www.howaboutwe.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
11628,Who is using scikit-learn?,https://www.brandwatch.com/peerindex-and-brandwatch,http://scikit-learn.org/stable/testimonials/testimonials.html
11631,Who is using scikit-learn?,https://www.datarobot.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11634,Who is using scikit-learn?,https://www.okcupid.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
11637,Who is using scikit-learn?,https://livelovely.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
11640,Who is using scikit-learn?,http://www.data-publica.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
11643,Who is using scikit-learn?,http://www.machinalis.com,http://scikit-learn.org/stable/testimonials/testimonials.html
11646,Who is using scikit-learn?,https://github.com/machinalis/iepy,http://scikit-learn.org/stable/testimonials/testimonials.html
11647,Who is using scikit-learn?,https://github.com/machinalis/featureforge,http://scikit-learn.org/stable/testimonials/testimonials.html
11648,Who is using scikit-learn?,http://www.solidodesign.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
11651,Who is using scikit-learn?,https://www.youtube.com/watch?v=Jm-eBD9xR3w,http://scikit-learn.org/stable/testimonials/testimonials.html
11652,Who is using scikit-learn?,http://www.infonea.com/en/,http://scikit-learn.org/stable/testimonials/testimonials.html
11655,Who is using scikit-learn?,http://www.dataiku.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
11658,Who is using scikit-learn?,"https://en.wikipedia.org/wiki/Extract,_transform,_load",http://scikit-learn.org/stable/testimonials/testimonials.html
11659,Who is using scikit-learn?,https://ottogroup.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
11662,Who is using scikit-learn?,https://github.com/ottogroup/palladium/,http://scikit-learn.org/stable/testimonials/testimonials.html
11663,Who is using scikit-learn?,https://zopa.com/,http://scikit-learn.org/stable/testimonials/testimonials.html
20234,1.2. Linear and Quadratic Discriminant Analysis,../auto_examples/classification/plot_lda_qda.html,http://scikit-learn.org/stable/modules/lda_qda.html
20251,1.2. Linear and Quadratic Discriminant Analysis,../auto_examples/classification/plot_lda.html,http://scikit-learn.org/stable/modules/lda_qda.html
22739,1.5. Stochastic Gradient Descent,https://en.wikipedia.org/wiki/Support_vector_machine,http://scikit-learn.org/stable/modules/sgd.html
22740,1.5. Stochastic Gradient Descent,https://en.wikipedia.org/wiki/Logistic_regression,http://scikit-learn.org/stable/modules/sgd.html
22768,1.5. Stochastic Gradient Descent,https://docs.scipy.org/doc/scipy/reference/sparse.html,http://scikit-learn.org/stable/modules/sgd.html
22769,1.5. Stochastic Gradient Descent,http://docs.scipy.org/doc/scipy/reference/generated/scipy.sparse.csr_matrix.html,http://scikit-learn.org/stable/modules/sgd.html
22776,1.5. Stochastic Gradient Descent,http://yann.lecun.com/exdb/publis/pdf/lecun-98b.pdf,http://scikit-learn.org/stable/modules/sgd.html
22782,1.5. Stochastic Gradient Descent,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.58.7377,http://scikit-learn.org/stable/modules/sgd.html
22783,1.5. Stochastic Gradient Descent,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.124.4696,http://scikit-learn.org/stable/modules/sgd.html
22784,1.5. Stochastic Gradient Descent,http://arxiv.org/pdf/1107.2490v2.pdf,http://scikit-learn.org/stable/modules/sgd.html
22786,1.5. Stochastic Gradient Descent,http://leon.bottou.org/projects/sgd,http://scikit-learn.org/stable/modules/sgd.html
22788,1.5. Stochastic Gradient Descent,http://leon.bottou.org/slides/largescale/lstut.pdf,http://scikit-learn.org/stable/modules/sgd.html
22789,1.5. Stochastic Gradient Descent,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.74.8513,http://scikit-learn.org/stable/modules/sgd.html
22790,1.5. Stochastic Gradient Descent,http://www.aclweb.org/anthology/P/P09/P09-1054.pdf,http://scikit-learn.org/stable/modules/sgd.html
24317,1.7. Gaussian Processes,http://www.gaussianprocess.org/gpml/chapters/RW.pdf,http://scikit-learn.org/stable/modules/gaussian_process.html
26004,1.8. Cross decomposition,https://www.stat.washington.edu/research/reports/2000/tr371.pdf,http://scikit-learn.org/stable/modules/cross_decomposition.html
26007,1.9. Naive Bayes,http://www.cs.unb.ca/~hzhang/publications/FLAIRS04ZhangH.pdf,http://scikit-learn.org/stable/modules/naive_bayes.html
26014,1.9. Naive Bayes,http://people.csail.mit.edu/jrennie/papers/icml03-nb.pdf,http://scikit-learn.org/stable/modules/naive_bayes.html
26017,1.9. Naive Bayes,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.46.1529,http://scikit-learn.org/stable/modules/naive_bayes.html
26018,1.9. Naive Bayes,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.61.5542,http://scikit-learn.org/stable/modules/naive_bayes.html
26129,1.10. Decision Trees,http://www.graphviz.org/,http://scikit-learn.org/stable/modules/tree.html
26131,1.10. Decision Trees,http://conda.io,http://scikit-learn.org/stable/modules/tree.html
26148,1.10. Decision Trees,http://www.montefiore.ulg.ac.be/services/stochastic/pubs/2009/DMWG09/dumont-visapp09-shortpaper.pdf,http://scikit-learn.org/stable/modules/tree.html
26155,1.10. Decision Trees,https://en.wikipedia.org/wiki/ID3_algorithm,http://scikit-learn.org/stable/modules/tree.html
26156,1.10. Decision Trees,https://en.wikipedia.org/wiki/Predictive_analytics#Classification_and_regression_trees_.28CART.29,http://scikit-learn.org/stable/modules/tree.html
26160,1.10. Decision Trees,https://en.wikipedia.org/wiki/Decision_tree_learning,http://scikit-learn.org/stable/modules/tree.html
26161,1.10. Decision Trees,https://en.wikipedia.org/wiki/Predictive_analytics,http://scikit-learn.org/stable/modules/tree.html
31977,1.14. Semi-Supervised,https://en.wikipedia.org/wiki/Semi-supervised_learning,http://scikit-learn.org/stable/modules/label_propagation.html
31993,1.14. Semi-Supervised,http://research.microsoft.com/en-us/people/nicolasl/efficient_ssl.pdf,http://scikit-learn.org/stable/modules/label_propagation.html
32045,1.17. Neural network models (supervised),http://ufldl.stanford.edu/wiki/index.php/Backpropagation_Algorithm,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32048,1.17. Neural network models (supervised),https://en.wikipedia.org/wiki/Softmax_activation_function,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32062,1.17. Neural network models (supervised),https://en.wikipedia.org/wiki/Stochastic_gradient_descent,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32063,1.17. Neural network models (supervised),http://arxiv.org/abs/1412.6980,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32064,1.17. Neural network models (supervised),https://en.wikipedia.org/wiki/Limited-memory_BFGS,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32065,1.17. Neural network models (supervised),http://scikit-learn.org/stable/modules/sgd.html,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32066,1.17. Neural network models (supervised),http://docs.scipy.org/doc/scipy/reference/generated/scipy.optimize.fmin_l_bfgs_b.html,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32071,1.17. Neural network models (supervised),http://www.iro.umontreal.ca/~pift6266/A06/refs/backprop_old.pdf,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32072,1.17. Neural network models (supervised),http://leon.bottou.org/projects/sgd,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32074,1.17. Neural network models (supervised),http://yann.lecun.com/exdb/publis/pdf/lecun-98b.pdf,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32075,1.17. Neural network models (supervised),http://arxiv.org/pdf/1412.6980v8.pdf,http://scikit-learn.org/stable/modules/neural_networks_supervised.html
32565,2.1. Gaussian mixture models,https://en.wikipedia.org/wiki/Expectation%E2%80%93maximization_algorithm,http://scikit-learn.org/stable/modules/mixture.html
32571,2.1. Gaussian mixture models,../auto_examples/mixture/plot_concentration_prior.html,http://scikit-learn.org/stable/modules/mixture.html
32589,2.1. Gaussian mixture models,https://en.wikipedia.org/wiki/Dirichlet_process#The_stick-breaking_process,http://scikit-learn.org/stable/modules/mixture.html
33133,2.2. Manifold learning,../auto_examples/manifold/plot_lle_digits.html,http://scikit-learn.org/stable/modules/manifold.html
33144,2.2. Manifold learning,http://science.sciencemag.org/content/290/5500/2319.full,http://scikit-learn.org/stable/modules/manifold.html
33150,2.2. Manifold learning,http://www.sciencemag.org/content/290/5500/2323.full,http://scikit-learn.org/stable/modules/manifold.html
33156,2.2. Manifold learning,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.70.382,http://scikit-learn.org/stable/modules/manifold.html
33162,2.2. Manifold learning,http://www.pnas.org/content/100/10/5591,http://scikit-learn.org/stable/modules/manifold.html
33167,2.2. Manifold learning,http://web.cse.ohio-state.edu/~mbelkin/papers/LEM_NC_03.pdf,http://scikit-learn.org/stable/modules/manifold.html
33173,2.2. Manifold learning,http://citeseer.ist.psu.edu/viewdoc/summary?doi=10.1.1.4.3693,http://scikit-learn.org/stable/modules/manifold.html
33175,2.2. Manifold learning,https://en.wikipedia.org/wiki/Multidimensional_scaling,http://scikit-learn.org/stable/modules/manifold.html
33185,2.2. Manifold learning,http://www.springer.com/fr/book/9780387251509,http://scikit-learn.org/stable/modules/manifold.html
33186,2.2. Manifold learning,http://link.springer.com/article/10.1007%2FBF02289694,http://scikit-learn.org/stable/modules/manifold.html
33187,2.2. Manifold learning,http://link.springer.com/article/10.1007%2FBF02289565,http://scikit-learn.org/stable/modules/manifold.html
33192,2.2. Manifold learning,http://distill.pub/2016/misread-tsne/,http://scikit-learn.org/stable/modules/manifold.html
33195,2.2. Manifold learning,http://jmlr.org/papers/v9/vandermaaten08a.html,http://scikit-learn.org/stable/modules/manifold.html
33196,2.2. Manifold learning,http://lvdmaaten.github.io/tsne/,http://scikit-learn.org/stable/modules/manifold.html
33197,2.2. Manifold learning,https://lvdmaaten.github.io/publications/papers/JMLR_2014.pdf,http://scikit-learn.org/stable/modules/manifold.html
42479,2.4. Biclustering,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.140.3011,http://scikit-learn.org/stable/modules/biclustering.html
42484,2.4. Biclustering,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.135.1608,http://scikit-learn.org/stable/modules/biclustering.html
42487,2.4. Biclustering,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2881408/,http://scikit-learn.org/stable/modules/biclustering.html
45324,2.6. Covariance estimation,http://biostatistics.oxfordjournals.org/content/9/3/432.short,http://scikit-learn.org/stable/modules/covariance.html
45339,2.6. Covariance estimation,../auto_examples/covariance/plot_robust_vs_empirical_covariance.html,http://scikit-learn.org/stable/modules/covariance.html
45340,2.6. Covariance estimation,../auto_examples/covariance/plot_mahalanobis_distances.html,http://scikit-learn.org/stable/modules/covariance.html
45824,2.7. Novelty and Outlier Detection,http://dl.acm.org/citation.cfm?id=1119749,http://scikit-learn.org/stable/modules/outlier_detection.html
45852,2.7. Novelty and Outlier Detection,http://www.dbs.ifi.lmu.de/Publikationen/Papers/LOF.pdf,http://scikit-learn.org/stable/modules/outlier_detection.html
46218,2.8. Density Estimation,../auto_examples/neighbors/plot_kde_1d.html,http://scikit-learn.org/stable/modules/density.html
46226,2.8. Density Estimation,https://en.wikipedia.org/wiki/Haversine_formula,http://scikit-learn.org/stable/modules/density.html
46227,2.8. Density Estimation,../auto_examples/neighbors/plot_species_kde.html,http://scikit-learn.org/stable/modules/density.html
46228,2.8. Density Estimation,../auto_examples/neighbors/plot_digits_kde_sampling.html,http://scikit-learn.org/stable/modules/density.html
46281,2.9. Neural network models (unsupervised),http://www.cs.toronto.edu/~hinton/absps/fastnc.pdf,http://scikit-learn.org/stable/modules/neural_networks_unsupervised.html
46282,2.9. Neural network models (unsupervised),http://www.cs.toronto.edu/~tijmen/pcd/pcd.pdf,http://scikit-learn.org/stable/modules/neural_networks_unsupervised.html
49675,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/coordinate_descent.py#L1413,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49680,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49691,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/coordinate_descent.py#L1599,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49693,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/coordinate_descent.py#L1075,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49695,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49697,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/coordinate_descent.py#L268,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49705,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/base.py#L200,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49707,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L296,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49709,3.2.4.1.1. sklearn.linear_model.ElasticNetCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html
49713,3.2.4.1.2. sklearn.linear_model.LarsCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/least_angle.py#L972,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49718,3.2.4.1.2. sklearn.linear_model.LarsCV,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49728,3.2.4.1.2. sklearn.linear_model.LarsCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/least_angle.py#L1093,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49731,3.2.4.1.2. sklearn.linear_model.LarsCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/least_angle.py#L1108,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49733,3.2.4.1.2. sklearn.linear_model.LarsCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L166,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49735,3.2.4.1.2. sklearn.linear_model.LarsCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/base.py#L200,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49737,3.2.4.1.2. sklearn.linear_model.LarsCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L296,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49739,3.2.4.1.2. sklearn.linear_model.LarsCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/base.py#L189,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html
49743,3.2.4.1.3. sklearn.linear_model.LassoCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/coordinate_descent.py#L1248,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LassoCV.html
49748,3.2.4.1.3. sklearn.linear_model.LassoCV,https://joblib.readthedocs.io/en/latest/parallel.html#joblib.parallel_backend,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LassoCV.html
49762,3.2.4.1.3. sklearn.linear_model.LassoCV,https://github.com/scikit-learn/scikit-learn/blob/bac89c2/sklearn/linear_model/coordinate_descent.py#L1401,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LassoCV.html
